"","X","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"248",248,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",11.1,"08/01/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102107688,"Covered","","","","",NA,"","","",NA,NA,"CLEANING, STERILIZATION, CARE","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"249",249,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",1000,"10/02/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",101503278,"Covered","NULOJIX","","","",NA,"0003037113","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"250",250,"Covered Recipient Teaching Hospital",500027,1024,"SWEDISH HEALTH SERVICES","747 BROADWAY","","SEATTLE","WA","98122","Biomet, Inc.",100000005643,"Biomet Orthopedics, LLC","IN","United States",134.35,"12/31/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","WRITE-OFF OF BALANCE DUE","No",110037444,"Covered","","","","",NA,"","","",NA,NA,"ORTHO - GENERAL","",NA,NA,NA,"747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"251",251,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",761.88,"08/01/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102108116,"Covered","","","","",NA,"","","",NA,NA,"UROLOGY","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"252",252,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",200.78,"12/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","Equpment Loans","No",103732666,"Covered","","","","",NA,"","","",NA,NA,"Minimally Invasive Hemodynamic Monitoring","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"253",253,"Covered Recipient Teaching Hospital",500008,1039,"University of Washington","1959 NE Pacific St","","Seattle","WA","98195","Endologix, Inc.",100000000079,"Endologix, Inc.","CA","United States",4000,"10/30/2013",1,"Cash or cash equivalent","Consulting Fee","","","",NA,"Individual","","","Yes","","No",100499214,"Covered","","","","",NA,"","","",NA,NA,"AFX","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"254",254,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Otsuka America Pharmaceutical, Inc.",100000010723,"Otsuka America Pharmaceutical, Inc.","MD","United States",300,"09/12/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",105152232,"Covered","SAMSCA","","","",NA,"5914802050","","",NA,NA,"","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"255",255,"Covered Recipient Teaching Hospital",500005,1026,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Biomet, Inc.",100000005643,"Biomet Orthopedics, LLC","IN","United States",35.89,"11/30/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","WRITE-OFF OF BALANCE DUE","No",103682208,"Covered","","","","",NA,"","","",NA,NA,"ORTHO - GENERAL","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"256",256,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","PO BOX 351653","","SEATTLE","WA","98195","Sanofi and Genzyme US Companies",100000000076,"SANOFI-AVENTIS U.S. LLC","NJ","United States",1200,"10/31/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","No","","","No",101604314,"Covered","APIDRA","LANTUS","","",NA,"0088-2500-33","0088-2220-33","",NA,NA,"","",NA,NA,NA,"PO BOX 351653, SEATTLE, WA 98195",-122.3084023,47.6508882
"257",257,"Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","MicroAire Surgical Instruments LLC",100000005662,"MicroAire Surgical Instruments LLC","VA","United States",605.92,"08/01/2013",1,"In-kind items and services","Royalty or License","","","",NA,"No Third Party Payment","","","","","No",101854732,"Covered","","","","",NA,"","","",NA,NA,"Soft Tissue Release","",NA,NA,NA,"1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"258",258,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",500,"09/05/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","No","","Exhibit Display Fee","No",101174582,"Covered","BRILINTA","","","",NA,"0001860777","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"259",259,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",215.97,"12/23/2013",1,"Cash or cash equivalent","Gift","","","",NA,"No Third Party Payment","","","","","No",102120606,"Covered","","","","",NA,"","","",NA,NA,"LAPAROSCOPY","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"260",260,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Pfizer Inc.",100000000286,"Pfizer Inc.","NY","United States",1500,"10/01/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",205495870,"Covered","INLYTA","","","",NA,"0069014501","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"261",261,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Biomet, Inc.",100000005643,"Biomet Orthopedics, LLC","IN","United States",130.54,"11/30/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","WRITE-OFF OF BALANCE DUE","No",103680150,"Covered","","","","",NA,"","","",NA,NA,"ORTHO - GENERAL","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"262",262,"Covered Recipient Teaching Hospital",500129,1031,"MULTICARE HEALTH SYSTEM","315 MARTIN LUTHER KING JR WAY","MULTICARE DISTRIBUTION CENTER","TACOMA","WA","98405-4234","Helena Laboratories Corporation",100000005555,"Helena Laboratories Corporation","TX","United States",420,"10/08/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",109955102,"Covered","","","","",NA,"","","",NA,NA,"SPIFE MODIFIED APPLICATOR BLADE","",NA,NA,NA,"315 MARTIN LUTHER KING JR WAY, TACOMA, WA 98405-4234",-122.4529682,47.2593601
"263",263,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",139.4,"09/24/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374894,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"264",264,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",112.8,"08/20/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102105544,"Covered","","","","",NA,"","","",NA,NA,"ANESTHESIOLOGY","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"265",265,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",50.96,"08/01/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102108018,"Covered","","","","",NA,"","","",NA,NA,"UROLOGY","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"266",266,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",200.78,"12/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","Equpment Loans","No",103732640,"Covered","","","","",NA,"","","",NA,NA,"Minimally Invasive Hemodynamic Monitoring","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"267",267,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",282.41,"09/26/2013",1,"Cash or cash equivalent","Royalty or License","","","",NA,"No Third Party Payment","","","","","No",102307324,"Covered","","","","",NA,"","","",NA,NA,"Antibody","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"268",268,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",667.42,"08/07/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307482,"Covered","","","","",NA,"","","",NA,NA,"Infectious Disease - HIV","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"269",269,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Onyx Pharmaceuticals, Inc., an Amgen subsidiary",100000000276,"Onyx Pharmaceuticals, Inc., an Amgen subsidiary","CA","United States",1500,"08/23/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","","No",102468070,"Covered","Nexavar","","","",NA,"50419-488-58","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"270",270,"Covered Recipient Teaching Hospital",500027,1024,"SWEDISH HEALTH SERVICES","747 Broadway","","Seattle","WA","98122-4307","Covidien Sales LLC",100000000098,"Covidien Sales LLC","MA","United States",2000,"09/18/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",104909618,"Covered","","","","",NA,"","","",NA,NA,"Electrosurgery","Soft Tissue Mechanical",NA,NA,NA,"747 Broadway, Seattle, WA 98122-4307",-122.3220878,47.6088589
"271",271,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",97.66,"11/13/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308628,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"272",272,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",93.38,"10/10/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308608,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"273",273,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Meridian Bioscience Inc.",100000010483,"Meridian Bioscience Inc.","OH","United States",278.83,"10/28/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","Lab Equipment provided for Illumigene Testing","No",101959292,"Covered","","","","",NA,"","","",NA,NA,"illumigene Group B Strep Test Kit","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"274",274,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9TH AVE #359733","","SEATTLE","WA","98104","Sanofi and Genzyme US Companies",100000000076,"SANOFI-AVENTIS U.S. LLC","NJ","United States",250,"11/13/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","No","","","No",101598628,"Covered","APIDRA","LANTUS","","",NA,"0088-2500-33","0088-2220-33","",NA,NA,"","",NA,NA,NA,"325 9TH AVE #359733, SEATTLE, WA 98104",-122.3241757,47.6038212
"275",275,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE PACIFIC ST","GASTROENTEROLOGY SOCIETY, BOX 356424","SEATTLE","WA","98195","Salix Pharmaceuticals, Ltd",100000010796,"Salix Pharmaceuticals, Ltd","NC","United States",500,"10/25/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",104024442,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"276",276,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",1500,"12/18/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",101469862,"Covered","BYDUREON","","","",NA,"6678021904","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"277",277,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 Ninth Ave","","Seattle","WA","98104","Endologix, Inc.",100000000079,"Endologix, Inc.","CA","United States",4250,"08/08/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",100499220,"Covered","","","","",NA,"","","",NA,NA,"AFX","",NA,NA,NA,"325 Ninth Ave, Seattle, WA 98104",-122.3241757,47.6038212
"278",278,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","HeartWare, Inc.",100000011163,"HeartWare, Inc.","MA","United States",32.58,"08/25/2013",1,"In-kind items and services","Food and Beverage","","","",NA,"No Third Party Payment","","No","","","No",105395248,"Covered","","","","",NA,"","","",NA,NA,"HeartWare Ventricular Assist System","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"279",279,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","CareFusion Corporation",100000005545,"CareFusion Corporation","CA","United States",34.23,"10/21/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",104823526,"Covered","","","","",NA,"","","",NA,NA,"Medical Systems","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"280",280,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Biosense Webster, Inc.",100000005693,"Biosense Webster, Inc.","CA","United States",1000,"12/18/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","","No",100631646,"Covered","","","","",NA,"","","",NA,NA,"Ablation Catheters#Accessories","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"281",281,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",80,"10/10/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307762,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"282",282,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","HeartWare, Inc.",100000011163,"HeartWare, Inc.","MA","United States",115.15,"08/25/2013",1,"In-kind items and services","Travel and Lodging","Chicago","IL","United States",NA,"No Third Party Payment","","No","","","No",105395250,"Covered","","","","",NA,"","","",NA,NA,"HeartWare Ventricular Assist System","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"283",283,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",93,"10/23/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","No","","","No",105374548,"Non-covered","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"284",284,"Covered Recipient Teaching Hospital",500050,1040,"Peacehealth Southwest Medical Center","200 NE Mother Joseph Pl Ste 400","","Vancouver","WA","98664","ACell, Inc.",100000046254,"ACell, Inc.","MD","United States",4140,"12/19/2013",1,"Cash or cash equivalent","Education","","","",NA,"No Third Party Payment","","No","","","No",220132230,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"200 NE Mother Joseph Pl Ste 400, Vancouver, WA 98664",-122.5800895,45.6241511
"285",285,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",200.78,"12/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","Equpment Loans","No",103732630,"Covered","","","","",NA,"","","",NA,NA,"Minimally Invasive Hemodynamic Monitoring","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"286",286,"Covered Recipient Teaching Hospital",500008,1039,"University of Washington","825 EASTLAKE AVE","","Seattle","WA","98109","HOLOGIC INC",100000010400,"HOLOGIC INC","MA","United States",1680,"10/31/2013",1,"In-kind items and services","Grant","","","",NA,"No Third Party Payment","","No","","","No",223003052,"Covered","","","","",NA,"","","",NA,NA,"SVDX-00400","",NA,NA,NA,"825 EASTLAKE AVE, Seattle, WA 98109",-122.3298034,47.6264718
"287",287,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Boston Scientific Corporation",100000005674,"Boston Scientific Corporation","MA","United States",1500,"08/28/2013",1,"Cash or cash equivalent","Grant","","","",NA,"No Third Party Payment","","No","","","No",101923418,"Covered","","","","",NA,"","","",NA,NA,"BILIARY DEVICES","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"288",288,"Covered Recipient Teaching Hospital",500027,1024,"Swedish Health Services","747 Broadway","","Seattle","WA","98122","Bayer HealthCare LLC",100000005467,"Bayer HealthCare Pharmaceuticals Inc.","NJ","United States",7500,"10/23/2013",1,"Cash or cash equivalent","Grant","","","",NA,"No Third Party Payment","","No","","","No",104580656,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"289",289,"Covered Recipient Teaching Hospital",500064,1032,"Harborview Medical Center","325 9th Ave","","Seattle","WA","98104","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",200.78,"12/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","Equpment Loans","No",103732642,"Covered","","","","",NA,"","","",NA,NA,"Minimally Invasive Hemodynamic Monitoring","",NA,NA,NA,"325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"290",290,"Covered Recipient Teaching Hospital",500129,1031,"Multicare Health System","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",11.1,"08/01/2013",1,"In-kind items and services","Gift","","","",NA,"No Third Party Payment","","","","","No",102107686,"Covered","","","","",NA,"","","",NA,NA,"CLEANING, STERILIZATION, CARE","",NA,NA,NA,"315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"291",291,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",80,"10/23/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307752,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"292",292,"Covered Recipient Teaching Hospital",500001,1029,"Uw Medicine Northwest","1550 North 115th Street","Mail Stop PZ 506","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",3390,"09/04/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307368,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"293",293,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",240,"08/07/2013",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102307304,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"294",294,"Covered Recipient Teaching Hospital",500008,1039,"University of Washington","1959 NE Pacific St","","Seattle","WA","98195","Endologix, Inc.",100000000079,"Endologix, Inc.","CA","United States",4000,"08/16/2013",1,"Cash or cash equivalent","Consulting Fee","","","",NA,"Individual","","","Yes","","No",100499222,"Covered","","","","",NA,"","","",NA,NA,"AFX","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"295",295,"Covered Recipient Teaching Hospital",500088,1038,"PUBLIC HOSPITAL DISTRICT #1 OF KING COUNTY","400 S 43RD ST","","RENTON","WA","98055","Eli Lilly and Company",100000000066,"LILLY USA, LLC","IN","United States",362.67,"10/31/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","No","","","No",100185038,"None","","","","",NA,"","","",NA,NA,"","",NA,NA,NA,"400 S 43RD ST, RENTON, WA 98055",-122.2143069,47.4424335
"296",296,"Covered Recipient Teaching Hospital",500005,1026,"Virginia Mason Medical Center","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",59.97,"08/22/2013",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","",NA,"No Third Party Payment","","","","","No",102308588,"Covered","","","","",NA,"","","",NA,NA,"Controls","",NA,NA,NA,"925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"297",297,"Covered Recipient Teaching Hospital",500008,1039,"University Of Washington","1959 NE Pacific St","","Seattle","WA","98195","Otsuka America Pharmaceutical, Inc.",100000010723,"Otsuka America Pharmaceutical, Inc.","MD","United States",400,"09/19/2013",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","",NA,"No Third Party Payment","","","","","No",105152332,"Covered","ABILIFY MAINTENA","","","",NA,"5914801871","","",NA,NA,"","",NA,NA,NA,"1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
