"","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"492","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","Stryker Corporation",100000010503,"Stryker Corporation","MI","United States",10000,"05/29/2014",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","","","","No",179622738,"Covered","","","","","","","","","","","MAXFACE","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"493","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 SENECA STREET","1930","SEATTLE","WA","98111","Acclarent, Inc",100000010475,"Acclarent, Inc","CA","United States",2000,"08/14/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","Entity","Virginia Mason Medcl Ctr","No","No","Booth or exhibit space rental","No",120550845,"Covered","","","","","","","","","","","Rhinology","Otology","Laryngology","","","925 SENECA STREET, SEATTLE, WA 98111",-122.327633,47.6100079
"494","Covered Recipient Teaching Hospital",500027,2212,"Swedish Medical Center","747 Broadway","","Seattle","WA","98122","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",500,"06/02/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","Exhibit Display Fee","No",180118459,"Covered","BRILINTA","","","","","0001860777","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"495","Covered Recipient Teaching Hospital",500064,2221,"HARBORVIEW MEDICAL CENTER","325 9th Ave","","Seattle","WA","98104","Teleflex Medical Incorporated",100000011040,"Teleflex Medical Incorporated","NC","United States",1256.5,"01/14/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",215418306,"Covered","","","","","","","","","","","Surgical","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"496","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","325 9TH AVE   359750","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",1083.77,"12/03/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188442992,"Covered","","","","","","","","","","","Controls","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"497","Covered Recipient Teaching Hospital",500129,2220,"TACOMA GENERAL ALLENORE HOSPITAL","315 Martin Luther King Jr Way","","Tacoma","WA","98405","Shire North American Group Inc",100000061292,"Shire North American Group Inc","MA","United States",400,"01/28/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",136480938,"None","","","","","","","","","","","","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"498","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","SEATTLE CANCER CARE ALLIANCE","MAILSTOP G 3 200  ATTN  SONIA BILL","SEATTLE","WA","98109","Gilead Sciences Inc",100000000108,"Gilead Sciences Inc","CA","United States",1000,"09/04/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","718547-1812662-1129163-10352948-1129163-10352948-Gilead SciencesONLINE GRANTS","No",155034126,"None","","","","","","","","","","","","","","","","SEATTLE CANCER CARE ALLIANCE, SEATTLE, WA 98109",-122.3456919,47.6288591
"499","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",190.53,"05/21/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188438178,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"500","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","School of Dentistry","Seattle","WA","98195","Henry Schein, Inc.",100000005547,"Henry Schein, Inc.","NY","United States",1416.67,"03/31/2014",1,"In-kind items and services","Charitable Contribution","","","","","No Third Party Payment","","","","","No",178653404,"Covered","","","","","","","","","","","Equipment  Large Small High Tech","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"501","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",51,"07/02/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",119187352,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"502","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",910.86,"07/29/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",119193880,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"503","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Philips Electronics North America Corporation",100000000198,"Philips Electronics North America Corporation","MA","United States",5000,"08/05/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","","No",193159258,"Covered","","","","","","","","","","","ICAP Equipment","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"504","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",35.74,"07/19/2014",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","","No",119189914,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"505","Covered Recipient Teaching Hospital",500025,2211,"SWEDISH MEDICAL CENTER CHERRY HILL","500 17TH AVENUE","","SEATTLE","WA","98124","Pfizer Inc.",100000000286,"Pfizer Inc.","NY","United States",1500,"03/21/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",206657354,"Covered","SOMAVERT","","","","","0009517602","","","","","","","","","","500 17TH AVENUE, SEATTLE, WA 98124",-122.3101639,47.6072783
"506","Covered Recipient Teaching Hospital",500001,2217,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",133.23,"04/23/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188438800,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"507","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",346.75,"02/19/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",119196458,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"508","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Eli Lilly and Company",100000000066,"LILLY USA, LLC","IN","United States",1500,"02/27/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",137924932,"Covered","HUMALOG","HUMULIN","EFFIENT","REOPRO","","0002751001","0002831501","0002512330","0002714001","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"509","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",753,"05/08/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","No","","","No",119188922,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"510","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific Street","","Seattle","WA","98199","Nanosphere, Inc.",100000011036,"Nanosphere, Inc.","IL","United States",4092,"05/14/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",220656748,"None","","","","","","","","","","","","","","","","1959 NE Pacific Street, Seattle, WA 98199",-122.3091341,47.6506935
"511","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 SENECA ST","","SEATTLE","WA","98101","BOSTON SCIENTIFIC CORPORATION",100000005674,"BOSTON SCIENTIFIC CORPORATION","MA","United States",4800,"08/06/2014",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","No","","","No",177765824,"Covered","","","","","","","","","","","BILIARY DEVICES","","","","","925 SENECA ST, SEATTLE, WA 98101",-122.327633,47.6100079
"512","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","The Medicines Company",100000010428,"The Medicines Company","NJ","United States",1500,"11/20/2014",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","","","","No",211983488,"Covered","ANGIOMAX","","","","","6529300101","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"513","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Allergan Inc.",100000000278,"Allergan Inc.","CA","United States",2000,"07/24/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",195635634,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"514","Covered Recipient Teaching Hospital",500050,2229,"SOUTHWEST WASHINGTON MEDICAL CENTER","200 NE Mother Joseph Pl Ste 400","","Vancouver","WA","98664","QIAGEN Sciences, LLC",100000005480,"QIAGEN Sciences, LLC","MD","United States",698,"05/06/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",212671188,"Covered","","","","","","","","","","","ARTUS CMV","","","","","200 NE Mother Joseph Pl Ste 400, Vancouver, WA 98664",-122.5800895,45.6241511
"515","Covered Recipient Teaching Hospital",500001,2217,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",151.71,"04/16/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188440706,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"516","Covered Recipient Teaching Hospital",500129,2220,"Tacoma General Allenore Hospital","407 14th Ave Se","","Puyallup","WA","98372","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",20000,"12/14/2014",1,"Cash or cash equivalent","Charitable Contribution","","","","","No Third Party Payment","","No","","","No",180122744,"None","","","","","","","","","","","","","","","","407 14th Ave Se, Puyallup, WA 98372",-122.289631,47.1788395
"517","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Celgene Corporation",100000000343,"Celgene Corporation","NJ","United States",1081.24,"10/09/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",189879922,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"518","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Medtronic Sofamor Danek USA, Inc.",100000010386,"Medtronic Sofamor Danek USA, Inc.","MN","United States",10000,"10/06/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","","No",152099050,"Covered","","","","","","","","","","","Thoracolumbar - TL Therapies","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"519","Covered Recipient Teaching Hospital",500005,2214,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",750,"02/12/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188433310,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"520","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","Amgen Inc.",100000000203,"Amgen Inc.","CA","United States",500,"10/14/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",137987028,"Covered","Neulasta","","","","","5551319001","","","","","","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"521","Covered Recipient Teaching Hospital",500001,2217,"UW MEDICINE/NORTHWEST HOSPITAL","1550 N 115TH ST","","SEATTLE","WA","98133","Stryker Corporation",100000010503,"Stryker Corporation","MI","United States",593.84,"12/16/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","Loaner product exceeded 90 days.","No",179621266,"Covered","","","","","","","","","","","SURGICAL","","","","","1550 N 115TH ST, SEATTLE, WA 98133",-122.3372047,47.7146036
"522","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","BOSTON SCIENTIFIC CORPORATION",100000005674,"BOSTON SCIENTIFIC CORPORATION","MA","United States",2000,"07/09/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",177765528,"Covered","","","","","","","","","","","OTHER","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"523","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98105","Zimmer Holding Inc",100000000103,"Zimmer Holding Inc","IN","United States",13939.14,"08/01/2014",1,"Cash or cash equivalent","Grant","","","","","Entity","Omega Medical Grants Association LLC","No","No","Grant made to a third party organization, Omega Medical Grants Association LLC, which then independently provides a transfer of value to a Covered Recipient free from Zimmer influence.","No",216472136,"Covered","","","","","","","","","","","None","","","","","2, SEATTLE, WA 98105",-122.3272747,47.6596048
"524","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","325 9TH AVE   359750","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",3391.95,"04/23/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188434534,"Covered","","","","","","","","","","","Controls","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"525","Covered Recipient Teaching Hospital",500050,2229,"SOUTHWEST WASHINGTON MEDICAL CENTER","200 NE Mother Joseph Pl Ste 400","","Vancouver","WA","98664","Tandem Diabetes Care, Inc.",100000010651,"Tandem Diabetes Care, Inc.","CA","United States",250,"12/23/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",220706754,"Covered","","","","","","","","","","","t-slim insulin pump","","","","","200 NE Mother Joseph Pl Ste 400, Vancouver, WA 98664",-122.5800895,45.6241511
"526","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","4311 11TH AVE NE STE 500","","SEATTLE","WA","98105","Sanofi and Genzyme US Companies",100000000067,"SANOFI US SERVICES INC.","NJ","United States",241020,"04/02/2014",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","No","","","No",188481224,"None","","","","","","","","","","","","","","","","4311 11TH AVE NE STE 500, SEATTLE, WA 98105",-122.3169304,47.6604405
"527","Covered Recipient Teaching Hospital",500008,2228,"University Of Washington Med Ctr","1959 Ne Pacific St","","Seattle","WA","98195","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",4000,"03/05/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","CME Program","No",180104687,"None","","","","","","","","","","","","","","","","1959 Ne Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"528","Covered Recipient Teaching Hospital",500001,2217,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",636,"04/23/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188434668,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"529","Covered Recipient Teaching Hospital",500025,2211,"SWEDISH MEDICAL CENTER CHERRY HILL","500 17th Ave","","Seattle","WA","98124","Mallinckrodt LLC",100000005571,"Cadence Pharmaceuticals, Inc.","CA","United States",1500,"05/01/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",210990766,"Covered","OFIRMEV","","","","","4382510201","","","","","","","","","","500 17th Ave, Seattle, WA 98124",-122.3101639,47.6072783
"530","Covered Recipient Teaching Hospital",500064,2221,"HARBORVIEW MEDICAL CENTER","325 9th Ave","","Seattle","WA","98104","Boehringer Ingelheim Pharmaceuticals, Inc.",100000000234,"Boehringer Ingelheim Pharmaceuticals, Inc.","CT","United States",300,"01/23/2014",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",196026416,"Covered","PRADAXA","SPIRIVA","","","","0005970135","0005970075","","","","","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"531","Covered Recipient Teaching Hospital",500025,2211,"SWEDISH MEDICAL CENTER CHERRY HILL","500 17TH AVENUE","","SEATTLE","WA","98124","Stryker Corporation",100000010503,"Stryker Corporation","MI","United States",3724.5,"04/02/2014",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","Loaner product exceeded 90 days.","No",179622730,"Covered","","","","","","","","","","","SURGICAL","","","","","500 17TH AVENUE, SEATTLE, WA 98124",-122.3101639,47.6072783
"532","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98105","Ethicon Inc.",100000005536,"Ethicon Endo-Surgery Inc.","OH","United States",17708.98,"03/15/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","Indirect Value Transfer  fellowship","No",120681341,"Covered","","","","","","","","","","","Endoscopy Other","","","","","2, SEATTLE, WA 98105",-122.3272747,47.6596048
"533","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",160.39,"07/29/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",119196590,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"534","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Allergan Inc.",100000000278,"Allergan Inc.","CA","United States",1500,"08/21/2014",1,"Cash or cash equivalent","Education","","","","","No Third Party Payment","","No","","","No",195635904,"None","","","","","","","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"535","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","School of Dentistry","Seattle","WA","98195","Henry Schein, Inc.",100000005547,"Henry Schein, Inc.","NY","United States",1416.67,"12/31/2014",1,"In-kind items and services","Charitable Contribution","","","","","No Third Party Payment","","","","","No",178653438,"Covered","","","","","","","","","","","Equipment  Large Small High Tech","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"536","Covered Recipient Teaching Hospital",503300,2213,"SEATTLE CHILDRENS HOSPITAL","4800 Sand Point Way NE","S 100","Seattle","WA","98105","Masimo Corporation",100000005698,"Masimo Corporation","CA","United States",873,"04/23/2014",1,"In-kind items and services","Education","","","","","No Third Party Payment","","","","","No",218350440,"Covered","","","","","","","","","","","Multigas Monitoring","Oximetry Monitoring","","","","4800 Sand Point Way NE, Seattle, WA 98105",-122.283265,47.6626378
"537","Covered Recipient Teaching Hospital",500025,2211,"SWEDISH MEDICAL CENTER CHERRY HILL","500 17th Ave","","Seattle","WA","98124","Edwards Lifesciences Corporation",100000010633,"Edwards Lifesciences Corporation","CA","United States",17500,"08/08/2014",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","","","","No",209080918,"Covered","","","","","","","","","","","Pericardial Heart Valves","","","","","500 17th Ave, Seattle, WA 98124",-122.3101639,47.6072783
"538","Covered Recipient Teaching Hospital",500001,2217,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",208,"02/12/2014",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188433120,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
"539","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",31.28,"09/17/2014",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","","No",119190102,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"540","Covered Recipient Teaching Hospital",500044,1467,"DEACONESS MEDICAL CENTER","800 W 5th Ave","","Spokane","WA","99204","Covidien LP",100000000083,"Covidien LP","MA","United States",224.11,"03/31/2014",1,"Cash or cash equivalent","Gift","","","","","No Third Party Payment","","","","Debt Forgiveness","No",215413258,"Covered","","","","","","","","","","","Airway","","","","","800 W 5th Ave, Spokane, WA 99204",-117.4232933,47.6520086
"541","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",74.43,"02/20/2014",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",188432230,"Covered","","","","","","","","","","","Antibody","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"542","Covered Recipient Teaching Hospital",500088,2227,"VALLEY MEDICAL CENTER","400 S 43rd St","","RENTON","WA","98058","HOLOGIC INC",100000010400,"HOLOGIC INC","MA","United States",12.62,"07/31/2014",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","ALISHA LINDEKE","No",181530276,"Covered","","","","","","","","","","","THINPREP","","","","","400 S 43rd St, RENTON, WA 98058",-122.2143069,47.4424335
"543","Covered Recipient Teaching Hospital",500008,2228,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","Roche Diagnostics Corporation",100000005419,"Roche Diagnostics Corporation","IN","United States",1672.06,"06/30/2014",1,"In-kind items and services","Education","","","","","No Third Party Payment","","No","","","No",164123124,"Covered","","","","","","","","","","","MD Virology","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"544","Covered Recipient Teaching Hospital",500027,2212,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","DePuy Synthes Sales Inc.",100000005706,"DePuy Orthopaedics Inc.","IN","United States",2500,"10/27/2014",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","Educational","No",136723918,"None","","","","","","","","","","","Other NA","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"545","Covered Recipient Teaching Hospital",500001,2217,"UW MEDICINE/NORTHWEST HOSPITAL","1550 North 115th Street","","Seattle","WA","98133","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",95.09,"02/12/2014",1,"In-kind items and services","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",188438526,"Covered","","","","","","","","","","","Controls","","","","","1550 North 115th Street, Seattle, WA 98133",-122.3372047,47.7146036
