"","Covered_Recipient_Type","Teaching_Hospital_CCN","Teaching_Hospital_ID","Teaching_Hospital_Name","Recipient_Primary_Business_Street_Address_Line1","Recipient_Primary_Business_Street_Address_Line2","Recipient_City","Recipient_State","Recipient_Zip_Code","Submitting_Applicable_Manufacturer_or_Applicable_GPO_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State","Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Country","Total_Amount_of_Payment_USDollars","Date_of_Payment","Number_of_Payments_Included_in_Total_Amount","Form_of_Payment_or_Transfer_of_Value","Nature_of_Payment_or_Transfer_of_Value","City_of_Travel","State_of_Travel","Country_of_Travel","Physician_Ownership_Indicator","Third_Party_Payment_Recipient_Indicator","Name_of_Third_Party_Entity_Receiving_Payment_or_Transfer_of_Value","Charity_Indicator","Third_Party_Equals_Covered_Recipient_Indicator","Contextual_Information","Delay_in_Publication_Indicator","Record_ID","Product_Indicator","Name_of_Associated_Covered_Drug_or_Biological1","Name_of_Associated_Covered_Drug_or_Biological2","Name_of_Associated_Covered_Drug_or_Biological3","Name_of_Associated_Covered_Drug_or_Biological4","Name_of_Associated_Covered_Drug_or_Biological5","NDC_of_Associated_Covered_Drug_or_Biological1","NDC_of_Associated_Covered_Drug_or_Biological2","NDC_of_Associated_Covered_Drug_or_Biological3","NDC_of_Associated_Covered_Drug_or_Biological4","NDC_of_Associated_Covered_Drug_or_Biological5","Name_of_Associated_Covered_Device_or_Medical_Supply1","Name_of_Associated_Covered_Device_or_Medical_Supply2","Name_of_Associated_Covered_Device_or_Medical_Supply3","Name_of_Associated_Covered_Device_or_Medical_Supply4","Name_of_Associated_Covered_Device_or_Medical_Supply5","address","lon","lat"
"543","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","4311 11TH AVE NE","STE 500","SEATTLE","WA","98105","Novo Nordisk Inc",100000000163,"Novo Nordisk AS","","Denmark",1227301,"10/01/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","","No",300868779,"None","","","","","","","","","","","","","","","","4311 11TH AVE NE, SEATTLE, WA 98105",-122.3169304,47.6604405
"544","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific Street","","Seattle","WA","98195","Abbott Laboratories",100000010680,"Abbott Laboratories","IL","United States",7984,"10/21/2015",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","","","AV AV 10201280 20151110 0302 AV 10201280 20151110 0302 0001","No",330165999,"Covered","","","","","","","","","","","Vascular","","","","","1959 NE Pacific Street, Seattle, WA 98195",-122.3091341,47.6506935
"545","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","325 9TH AVE   359750","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",2777.55,"03/04/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",312309101,"Covered","","","","","","","","","","","Controls","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"546","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",500,"02/16/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",331472223,"Covered","ELIQUIS","","","","","0003-0894-31","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"547","Covered Recipient Teaching Hospital",500079,3422,"GOOD SAMARITAN HOSPITAL","407TH 14TH AVENUE SE","","PUYALLUP","WA","98371","Amgen Inc.",100000000203,"Amgen Inc.","CA","United States",250,"10/05/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",297933176,"Covered","Corlanor","Repatha","","","","55513-800-60","55513-075-01","","","","","","","","","407TH 14TH AVENUE SE, PUYALLUP, WA 98371",-122.323194,47.2041
"548","Covered Recipient Teaching Hospital",500129,3423,"TACOMA GENERAL ALLENMORE HOSPITAL","315 Martin Luther King Jr Way","MS  737-2-PHYS","Tacoma","WA","98405","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",70.9,"01/13/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",312313102,"Covered","","","","","","","","","","","Autoimmune","","","","","315 Martin Luther King Jr Way, Tacoma, WA 98405",-122.4529682,47.2593601
"549","Covered Recipient Teaching Hospital",500025,3413,"SWEDISH MEDICAL CENTER CHERRY HILL","500 - 17TH AVENUE","","SEATTLE","WA","98124","HILL-ROM COMPANY, INC",100000005389,"HILL-ROM COMPANY, INC","IN","United States",60,"08/31/2015",1,"Cash or cash equivalent","Gift","","","","","No Third Party Payment","","No","","OPEN ACCOUNT RECEIVABLES  WRITE OFF","No",276086708,"Covered","","","","","","","","","","","Airway Clearance Device","","","","","500 - 17TH AVENUE, SEATTLE, WA 98124",-122.3101639,47.6072783
"550","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",1066,"04/14/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",240410872,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"551","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",1750,"07/29/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",331463465,"Covered","YERVOY","","","","","0003-2328-22","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"552","Covered Recipient Teaching Hospital",500054,2832,"PROV SACRED HEART MEDICAL CENTER","101 W. 8TH AVE.","","Spokane","WA","99220","LivaNova PLC",100000005410,"Sorin Group USA Inc.","CO","United States",169.74,"12/02/2015",1,"In-kind items and services","Education","","","","","No Third Party Payment","","","","","No",328645586,"Covered","","","","","","","","","","","CP Equipment","","","","","101 W. 8TH AVE., Spokane, WA 99220",-117.4134726,47.6491384
"553","Covered Recipient Teaching Hospital",500088,3430,"VALLEY MEDICAL CENTER","400 S 43rd St","","Renton","WA","98055","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",375,"01/22/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",331472093,"Covered","SPRYCEL","","","","","0003-0857-22","","","","","","","","","","400 S 43rd St, Renton, WA 98055",-122.2143069,47.4424335
"554","Covered Recipient Teaching Hospital",500005,3416,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",600,"02/25/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",312303274,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"555","Covered Recipient Teaching Hospital",500005,3416,"VIRGINIA MASON MEDICAL CENTER","925 Seneca St","","Seattle","WA","98101","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",100,"05/20/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",312308846,"Covered","","","","","","","","","","","Controls","","","","","925 Seneca St, Seattle, WA 98101",-122.327633,47.6100079
"556","Covered Recipient Teaching Hospital",500088,3430,"VALLEY MEDICAL CENTER","400 S 43rd St","","Renton","WA","98055","Celgene Corporation",100000000343,"Celgene Corporation","NJ","United States",375,"06/04/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",328477012,"None","","","","","","","","","","","","","","","","400 S 43rd St, Renton, WA 98055",-122.2143069,47.4424335
"557","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","Janssen Pharmaceuticals, Inc",100000000232,"Janssen Pharmaceuticals, Inc","NJ","United States",1500,"11/05/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Booth or exhibit space rental","No",275934856,"Covered","Invokana","","","","","5045-8140-30","","","","","","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"558","Covered Recipient Teaching Hospital",503300,3415,"SEATTLE CHILDRENS HOSPITAL","1101 Madison St","","Seattle","WA","98104","Tandem Diabetes Care, Inc.",100000010651,"Tandem Diabetes Care, Inc.","CA","United States",1000,"10/15/2015",1,"In-kind items and services","Consulting Fee","","","","","No Third Party Payment","","","","","No",338684214,"Covered","","","","","","","","","","","t-slim insulin pump","","","","","1101 Madison St, Seattle, WA 98104",-122.3241992,47.6092396
"559","Covered Recipient Teaching Hospital",500079,3422,"GOOD SAMARITAN HOSPITAL","407TH 14TH AVENUE SE","","PUYALLUP","WA","98371","Amgen Inc.",100000000203,"Amgen Inc.","CA","United States",250,"10/05/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",297933178,"Covered","Corlanor","Repatha","","","","55513-800-60","55513-075-01","","","","","","","","","407TH 14TH AVENUE SE, PUYALLUP, WA 98371",-122.323194,47.2041
"560","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Mallinckrodt LLC",100000005429,"Mallinckrodt LLC","MO","United States",37574.5,"05/12/2015",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","","","","No",334546326,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"561","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE PACIFIC ST","","SEATTLE","WA","98195","Nanosphere, Inc.",100000011036,"Nanosphere, Inc.","IL","United States",594.82,"02/09/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","","No",341204836,"None","","","","","","","","","","","","","","","","1959 NE PACIFIC ST, SEATTLE, WA 98195",-122.3091341,47.6506935
"562","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",44.7,"04/28/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",240411302,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"563","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","Pfizer Inc.",100000000286,"Pfizer Inc.","NY","United States",1500,"04/24/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",323811276,"Covered","IBRANCE","","","","","0069-0187-21","","","","","","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"564","Covered Recipient Teaching Hospital",500054,2832,"PROV SACRED HEART MEDICAL CENTER","101 W 8th Ave","","Spokane","WA","99204","Beckman Coulter, Inc.",100000010876,"Beckman Coulter, Inc.","CA","United States",768.45,"07/17/2015",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","","No",333365610,"Covered","","","","","","","","","","","Chemistry","","","","","101 W 8th Ave, Spokane, WA 99204",-117.4134726,47.6491384
"565","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","SWEDISH HEALTH SVCS SRC","PO BOX 94085","SEATTLE","WA","98124","Gilead Sciences Inc",100000000108,"Gilead Sciences Inc","CA","United States",500,"11/03/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","EXHIBITS;1736305-15473660;1736305-15473660;910433740;","No",306051440,"Non-covered","","","","","","","","","","","","","","","","SWEDISH HEALTH SVCS SRC, SEATTLE, WA 98124",-122.33,47.61
"566","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","DePuy Synthes Sales Inc.",100000005706,"DePuy Orthopaedics Inc.","IN","United States",2124.61,"02/01/2015",1,"In-kind items and services","Grant","","","","","No Third Party Payment","","No","","Indirect value transfer (educational grant to OMeGA Medical Grants Association used to fund fellowships selected by OMeGA Medical Grants Association)","No",267211302,"Covered","","","","","","","","","","","Orthopaedics","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"567","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Otsuka America Pharmaceutical, Inc.",100000010723,"Otsuka America Pharmaceutical, Inc.","MD","United States",2000,"09/01/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",333575818,"Covered","SAMSCA","","","","","59148-020-50","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"568","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","Cochlear Ltd",100000005734,"Cochlear Americas","CO","United States",16569.75,"08/31/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","","","Patient-related expense","No",263575438,"Covered","","","","","","","","","","","Nucleus","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"569","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 BROADWAY","","SEATTLE","WA","98122","Sanofi and Genzyme US Companies",100000000297,"GENZYME CORPORATION","MA","United States",1500,"09/18/2015",1,"Cash or cash equivalent","Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program","","","","","No Third Party Payment","","No","","","No",318474440,"Covered","LEMTRADA","","","","","58468-0200-1","","","","","","","","","","747 BROADWAY, SEATTLE, WA 98122",-122.3220878,47.6088589
"570","Covered Recipient Teaching Hospital",500044,2651,"DEACONESS MEDICAL CENTER","800 WEST FIFTH AVENUE","","SPOKANE","WA","99210","Penumbra, Inc.",100000010583,"Penumbra, Inc.","CA","United States",448.97,"05/19/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","COIL CART","No",323176438,"Covered","","","","","","","","","","","Penumbra Coil 400","","","","","800 WEST FIFTH AVENUE, SPOKANE, WA 99210",-117.4232933,47.6520086
"571","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",1624.8,"03/06/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",240414440,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"572","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",393.83,"08/04/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",240413770,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"573","Covered Recipient Teaching Hospital",500064,3424,"HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","","SEATTLE","WA","98104","Ethicon Inc.",100000061307,"Ethicon US, LLC","OH","United States",1500,"08/18/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","Booth or Exhibit space Rental","No",269857714,"Covered","","","","","","","","","","","Advanced Wound Care","","","","","325 9TH AVENUE, SEATTLE, WA 98104",-122.3241757,47.6038212
"574","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",767.59,"02/17/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",240410598,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"575","Covered Recipient Teaching Hospital",500088,3430,"VALLEY MEDICAL CENTER","400 S 43rd St","","Renton","WA","98055","Celgene Corporation",100000000343,"Celgene Corporation","NJ","United States",375,"02/12/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",328486834,"None","","","","","","","","","","","","","","","","400 S 43rd St, Renton, WA 98055",-122.2143069,47.4424335
"576","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98105","Olympus America Inc.",100000005451,"Olympus America Inc.","PA","United States",1.48,"10/27/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",337592278,"None","","","","","","","","","","","","","","","","2, SEATTLE, WA 98105",-122.3272747,47.6596048
"577","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","DePuy Synthes Sales Inc.",100000005706,"DePuy Orthopaedics Inc.","IN","United States",1000,"04/24/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","Educational","No",267211320,"Covered","","","","","","","","","","","Trauma","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"578","Covered Recipient Teaching Hospital",500003,3090,"PHD#1  DBA SKAGIT VALLEY HOSPITAL","1415 E KINCAID STREET","","MOUNT VERNON","WA","98273","Hollister Incorporated",100000010407,"Hollister Incorporated","IL","United States",161.52,"09/17/2015",1,"In-kind items and services","Food and Beverage","","","","","No Third Party Payment","","","","","No",325322244,"Covered","","","","","","","","","","","FastCast","","","","","1415 E KINCAID STREET, MOUNT VERNON, WA 98273",-122.3236616,48.4179604
"579","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","DePuy Synthes Sales Inc.",100000005706,"DePuy Orthopaedics Inc.","IN","United States",1000,"04/24/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","Educational","No",267211292,"Covered","","","","","","","","","","","CMF","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"580","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",500,"02/16/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",331472213,"Covered","ELIQUIS","","","","","0003-0894-31","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"581","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Medtronic Xomed, Inc.",100000010388,"Medtronic Xomed, Inc.","MN","United States",1500,"05/15/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","","No",300527436,"Covered","","","","","","","","","","","MRI-guided laser ablation","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"582","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Dentsply International",100000000185,"Dentsply International","PA","United States",134.9,"11/09/2015",1,"In-kind items and services","Grant","","","","","No Third Party Payment","","","","","No",328207146,"Covered","","","","","","","","","","","Consumable Dentistry","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"583","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Dentsply International",100000000185,"Dentsply International","PA","United States",248.05,"11/09/2015",1,"In-kind items and services","Grant","","","","","No Third Party Payment","","","","","No",328207140,"Covered","","","","","","","","","","","Consumable Dentistry","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"584","Covered Recipient Teaching Hospital",500064,3424,"HARBORVIEW MEDICAL CENTER","325 9th Ave","","Seattle","WA","98104","KARLSTORZ Endoscopy-America",100000005515,"KARLSTORZ Endoscopy-America","CA","United States",68,"01/28/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",324242356,"Covered","","","","","","","","","","","LAPAROSCOPY","","","","","325 9th Ave, Seattle, WA 98104",-122.3241757,47.6038212
"585","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","825 Eastlake Ave. E, MS G3-200","Seattle","WA","98195","Seattle Genetics, Inc.",100000000279,"Seattle Genetics, Inc.","WA","United States",1000,"07/07/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","","","","No",341834576,"Covered","ADCETRIS","","","","","51144-050-01","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"586","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Bio-Rad Laboratories, Inc.",100000005577,"Bio-Rad Laboratories, Inc.","CA","United States",31.74,"03/27/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",312303516,"Covered","","","","","","","","","","","Antibody","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"587","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","Roche Diagnostics Corporation",100000005419,"Roche Diagnostics Corporation","IN","United States",1672.06,"04/30/2015",1,"In-kind items and services","Education","","","","","No Third Party Payment","","No","","","No",300005906,"Covered","","","","","","","","","","","MD Virology","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"588","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Alexion Pharmaceuticals, Inc.",100000005462,"Alexion Pharmaceuticals, Inc.","CT","United States",3875,"04/08/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","","","","No",338132156,"Covered","SOLIRIS","","","","","25682-001-01","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"589","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",18.91,"08/04/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","","","","No",240413774,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"590","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific Street","","Seattle","WA","98195","Abbott Laboratories",100000010680,"Abbott Laboratories","IL","United States",7984,"10/21/2015",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","","","AV AV 10201280 20151110 0303 AV 10201280 20151110 0303 0001","No",330166006,"Covered","","","","","","","","","","","Vascular","","","","","1959 NE Pacific Street, Seattle, WA 98195",-122.3091341,47.6506935
"591","Covered Recipient Teaching Hospital",500008,3431,"University Of Washington Med Ctr","1959 Ne Pacific St","","Seattle","WA","98195","AstraZeneca Pharmaceuticals LP",100000000146,"AstraZeneca Pharmaceuticals LP","DE","United States",3500,"09/15/2015",1,"Cash or cash equivalent","Grant","","","","","No Third Party Payment","","No","","CME Program","No",255280536,"None","","","","","","","","","","","","","","","","1959 Ne Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"592","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","Merck Sharp & Dohme Corporation",100000000053,"Merck Sharp & Dohme Corporation","NJ","United States",34.95,"06/02/2015",1,"In-kind items and services","Education","","","","","No Third Party Payment","","No","","Services provided in conjunction with antibiotic susceptibility testing.","No",331067921,"Covered","ZERBAXA","","","","","67919-903-01","","","","","","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"593","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",1786.59,"10/12/2015",1,"Cash or cash equivalent","Consulting Fee","","","","","No Third Party Payment","","No","","","No",331463067,"None","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
"594","Covered Recipient Teaching Hospital",500027,3414,"SWEDISH MEDICAL CENTER","747 Broadway","","Seattle","WA","98122","Bristol-Myers Squibb Company",100000005499,"E.R. Squibb & Sons, L.L.C.","NJ","United States",500,"02/16/2015",1,"Cash or cash equivalent","Space rental or facility fees(teaching hospital only)","","","","","No Third Party Payment","","No","","","No",331472207,"Covered","ELIQUIS","","","","","0003-0894-31","","","","","","","","","","747 Broadway, Seattle, WA 98122",-122.3220878,47.6088589
"595","Covered Recipient Teaching Hospital",500064,3424,"HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","","SEATTLE","WA","98104","ZOLL Circulation Inc",100000010423,"ZOLL Circulation Inc","CA","United States",2432,"06/15/2015",1,"Cash or cash equivalent","Gift","","","","","No Third Party Payment","","No","","","No",309862118,"Covered","","","","","","","","","","","Temperature Management System","Catheter","Temperature Management System Start-Up Kit","","","325 9TH AVENUE, SEATTLE, WA 98104",-122.3241757,47.6038212
"596","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","2","","SEATTLE","WA","98195","Sanofi and Genzyme US Companies",100000000067,"SANOFI US SERVICES INC.","NJ","United States",10000,"09/16/2015",1,"Cash or cash equivalent","Royalty or License","","","","","No Third Party Payment","","No","","","No",319286434,"Covered","MOZOBIL","","","","","58468-0140-1","","","","","","","","","","2, SEATTLE, WA 98195",-121.3605331,47.7116801
"597","Covered Recipient Teaching Hospital",500008,3431,"UNIVERSITY OF WASHINGTON MED CTR","1959 NE Pacific St","","Seattle","WA","98195","EMD Millipore Corporation",100000005624,"EMD Millipore Corporation","MA","United States",3020,"06/24/2015",1,"In-kind items and services","Gift","","","","","No Third Party Payment","","","","","No",240414348,"Non-covered","","","","","","","","","","","","","","","","1959 NE Pacific St, Seattle, WA 98195",-122.3091341,47.6506935
